Lao People's Democratic Republic	located_in	Asia
Ukraine	located_in	Europe
Republic of Macedonia	located_in	Europe
Islamic Republic of Afghanistan	located_in	Asia
Republic of Equatorial Guinea	located_in	Africa
Togolese Republic	located_in	Africa
Democratic People's Republic of Korea	located_in	Asia
Czech Republic	located_in	Europe
Romania	located_in	Europe
Republic of Belarus	located_in	Europe
Niue	located_in	Oceania
Independent State of Samoa	located_in	Oceania
Republic of Austria	located_in	Europe
Bermuda	located_in	Americas
Saint Martin	located_in	Americas
Netherlands	located_in	Europe
Virgin Islands	located_in	Americas
Federal Republic of Nigeria	located_in	Africa
Republic of the Marshall Islands	located_in	Oceania
Japan	located_in	Asia
United Arab Emirates	located_in	Asia
Barbados	located_in	Americas
Arab Republic of Egypt	located_in	Africa
Greenland	located_in	Americas
Republic of Indonesia	located_in	Asia
Turks and Caicos Islands	located_in	Americas
Antigua and Barbuda	located_in	Americas
People's Democratic Republic of Algeria	located_in	Africa
Principality of Monaco	located_in	Europe
Bailiwick of Jersey	located_in	Europe
British Indian Ocean Territory	located_in	Africa
Republic of Senegal	located_in	Africa
Commonwealth of the Northern Mariana Islands	located_in	Oceania
Republic of Angola	located_in	Africa
Republic of Mauritius	located_in	Africa
Republic of Djibouti	located_in	Africa
Mongolia	located_in	Asia
Independent State of Papua New Guinea	located_in	Oceania
State of Eritrea	located_in	Africa
Republic of Slovenia	located_in	Europe
State of Israel	located_in	Asia
Republic of Colombia	located_in	Americas
Collectivity of Saint Barthélemy	located_in	Americas
United States of America	located_in	Americas
Gabonese Republic	located_in	Africa
Tuvalu	located_in	Oceania
Republic of Guatemala	located_in	Americas
Republic of Nauru	located_in	Oceania
Tunisian Republic	located_in	Africa
Republic of Guinea	located_in	Africa
Kingdom of Norway	located_in	Europe
Republic of South Sudan	located_in	Africa
Republic of China (Taiwan)	located_in	Asia
Republic of Cabo Verde	located_in	Africa
Republic of Guinea-Bissau	located_in	Africa
Republic of Peru	located_in	Americas
Vatican City State	located_in	Europe
Republic of Fiji	located_in	Oceania
State of Palestine	located_in	Asia
Republic of Kenya	located_in	Africa
People's Republic of Bangladesh	located_in	Asia
French Polynesia	located_in	Oceania
Anguilla	located_in	Americas
Republic of Ghana	located_in	Africa
Syrian Arab Republic	located_in	Asia
Federation of Saint Christopher and Nevisa	located_in	Americas
Federal Republic of Somalia	located_in	Africa
Commonwealth of Puerto Rico	located_in	Americas
Islamic Republic of Mauritania	located_in	Africa
United Mexican States	located_in	Americas
Republic of Mozambique	located_in	Africa
Republic of El Salvador	located_in	Americas
Grand Duchy of Luxembourg	located_in	Europe
Republic of Korea	located_in	Asia
Territory of the Wallis and Futuna Islands	located_in	Oceania
Guadeloupe	located_in	Americas
Federal Democratic Republic of Nepal	located_in	Asia
Republic of Poland	located_in	Europe
Republic of the Congo	located_in	Africa
Canada	located_in	Americas
Kingdom of Saudi Arabia	located_in	Asia
Republic of Sierra Leone	located_in	Africa
Kingdom of Belgium	located_in	Europe
Republic of Nicaragua	located_in	Americas
Country of Curaçao	located_in	Americas
American Samoa	located_in	Oceania
Republic of Finland	located_in	Europe
Portuguese Republic	located_in	Europe
Åland Islands	located_in	Europe
Hellenic Republic	located_in	Europe
People's Republic of China	located_in	Asia
Federated States of Micronesia	located_in	Oceania
Republic of Kazakhstan	located_in	Asia
Department of Mayotte	located_in	Africa
Republic of Zambia	located_in	Africa
Cook Islands	located_in	Oceania
Kingdom of Denmark	located_in	Europe
Kingdom of Cambodia	located_in	Asia
Territory of Norfolk Island	located_in	Oceania
Sultanate of Oman	located_in	Asia
Republic of Palau	located_in	Oceania
Union of the Comoros	located_in	Africa
Republic of Yemen	located_in	Asia
Saint Vincent and the Grenadines	located_in	Americas
Independent and Sovereign Republic of Kiribati	located_in	Oceania
Commonwealth of the Bahamas	located_in	Americas
Saint Pierre and Miquelon	located_in	Americas
Federative Republic of Brazil	located_in	Americas
Islamic Republic of Pakistan	located_in	Asia
Belize	located_in	Americas
United Kingdom of Great Britain and Northern Ireland	located_in	Europe
Guiana	located_in	Americas
Republic of Azerbaijan	located_in	Asia
Central African Republic	located_in	Africa
Guam	located_in	Oceania
Republic of Cameroon	located_in	Africa
Montserrat	located_in	Americas
Réunion Island	located_in	Africa
Republic of Madagascar	located_in	Africa
Republic of Armenia	located_in	Asia
Republic of Costa Rica	located_in	Americas
Swiss Confederation	located_in	Europe
Republic of Suriname	located_in	Americas
Republic of Serbia	located_in	Europe
Republic of Chad	located_in	Africa
Kingdom of Bahrain	located_in	Asia
Republic of Botswana	located_in	Africa
Bailiwick of Guernsey	located_in	Europe
Republic of Latvia	located_in	Europe
Turkmenistan	located_in	Asia
Republic of the Union of Myanmar	located_in	Asia
Republic of Malta	located_in	Europe
Federal Democratic Republic of Ethiopia	located_in	Africa
Commonwealth of Dominica	located_in	Americas
Republic of Cyprus	located_in	Europe
New Zealand	located_in	Oceania
Democratic Republic of the Congo	located_in	Africa
Republic of Panama	located_in	Americas
Kingdom of Swaziland	located_in	Africa
Republic of Benin	located_in	Africa
Republic of Bulgaria	located_in	Europe
Republic of Albania	located_in	Europe
Republic of Namibia	located_in	Africa
United Republic of Tanzania	located_in	Africa
Kingdom of Bhutan	located_in	Asia
Iceland	located_in	Europe
South Georgia and the South Sandwich Islands	located_in	Americas
Saint Lucia	located_in	Americas
Republic of the Sudan	located_in	Africa
Republic of Zimbabwe	located_in	Africa
Republic of Kosovo	located_in	Europe
Nation of Brunei, Abode of Peace	located_in	Asia
Plurinational State of Bolivia	located_in	Americas
Jamaica	located_in	Americas
Islamic Republic of Iran	located_in	Asia
Svalbard og Jan Mayen	located_in	Europe
Kingdom of Morocco	located_in	Africa
Martinique	located_in	Americas
Italian Republic	located_in	Europe
Republic of Burundi	located_in	Africa
Republic of Tajikistan	located_in	Asia
Bolivarian Republic of Venezuela	located_in	Americas
Republic of Haiti	located_in	Americas
Republic of Honduras	located_in	Americas
Hong Kong Special Administrative Region of the People's Republic of China	located_in	Asia
Faroe Islands	located_in	Europe
Commonwealth of Australia	located_in	Oceania
Malaysia	located_in	Asia
Sahrawi Arab Democratic Republic	located_in	Africa
Republic of Vanuatu	located_in	Oceania
Sint Maarten	located_in	Americas
Republic of Cuba	located_in	Americas
Falkland Islands	located_in	Americas
Grenada	located_in	Americas
Gibraltar	located_in	Europe
Kingdom of Lesotho	located_in	Africa
Bosnia and Herzegovina	located_in	Europe
Territory of Christmas Island	located_in	Oceania
Solomon Islands	located_in	Oceania
Dominican Republic	located_in	Americas
State of Libya	located_in	Africa
Republic of Iraq	located_in	Asia
Russian Federation	located_in	Europe
Republic of Ireland	located_in	Europe
Slovak Republic	located_in	Europe
Republic of Côte d'Ivoire	located_in	Africa
Isle of Man	located_in	Europe
Socialist Republic of Vietnam	located_in	Asia
Hungary	located_in	Europe
Montenegro	located_in	Europe
Principality of Liechtenstein	located_in	Europe
Republic of Rwanda	located_in	Africa
Republic of Trinidad and Tobago	located_in	Americas
Republic of Lithuania	located_in	Europe
Republic of South Africa	located_in	Africa
Republic of Turkey	located_in	Asia
Argentine Republic	located_in	Americas
New Caledonia	located_in	Oceania
Most Serene Republic of San Marino	located_in	Europe
Territory of the Cocos (Keeling) Islands	located_in	Oceania
Republic of Mali	located_in	Africa
State of Qatar	located_in	Asia
Kingdom of Thailand	located_in	Asia
Republic of the Philippines	located_in	Asia
Georgia	located_in	Asia
Republic of Uzbekistan	located_in	Asia
Republic of Moldova	located_in	Europe
Pitcairn Group of Islands	located_in	Oceania
Principality of Andorra	located_in	Europe
Republic of Liberia	located_in	Africa
Republic of the Maldives	located_in	Asia
Cayman Islands	located_in	Americas
French Republic	located_in	Europe
Lebanese Republic	located_in	Asia
Tokelau	located_in	Oceania
Republic of Croatia	located_in	Europe
Federal Republic of Germany	located_in	Europe
Aruba	located_in	Americas
Republic of Ecuador	located_in	Americas
State of Kuwait	located_in	Asia
Republic of the Gambia	located_in	Africa
Co-operative Republic of Guyana	located_in	Americas
Democratic Republic of Timor-Leste	located_in	Asia
Republic of Malawi	located_in	Africa
Republic of Estonia	located_in	Europe
Kyrgyz Republic	located_in	Asia
Democratic Republic of São Tomé and Príncipe	located_in	Africa
Republic of Paraguay	located_in	Americas
Kingdom of Sweden	located_in	Europe
Republic of Niger	located_in	Africa
Hashemite Kingdom of Jordan	located_in	Asia
Republic of Uganda	located_in	Africa
Virgin Islands of the United States	located_in	Americas
Oriental Republic of Uruguay	located_in	Americas
Republic of Seychelles	located_in	Africa
Kingdom of Spain	located_in	Europe
Republic of Singapore	located_in	Asia
Democratic Socialist Republic of Sri Lanka	located_in	Asia
Burkina Faso	located_in	Africa
Republic of India	located_in	Asia
Kingdom of Tonga	located_in	Oceania
Republic of Chile	located_in	Americas
